gene	pLI	pRec	mis_z
KLF6	9.7946e-01	2.0527e-02	1.8535e+00
KLF7	9.8178e-01	1.8210e-02	2.3041e+00
KLF8	2.2471e-03	7.7611e-01	3.8121e-01
KLF9	8.8783e-01	1.1110e-01	2.2699e+00
KLHDC1	4.4754e-08	9.5229e-01	3.9710e-01
KLHDC10	9.2564e-01	7.4363e-02	3.4081e+00
KLHDC2	2.6499e-02	9.7341e-01	9.2747e-01
KLHDC3	9.9908e-01	9.2422e-04	3.4465e+00
KLHDC4	4.5566e-31	3.3142e-07	-2.6169e+00
KLHDC7A	4.9895e-19	8.1963e-04	4.9144e-01
KLHDC7B	1.1920e-09	1.0101e-01	1.1865e+00
KLHDC8A	3.4494e-07	5.6847e-01	8.9573e-01
KLHDC8B	1.7910e-03	9.0733e-01	1.5946e+00
KLHDC9	1.0170e-09	9.2352e-02	7.0431e-01
KLHL1	7.1907e-07	9.9900e-01	7.9674e-02
KLHL10	9.7852e-01	2.1481e-02	2.7236e+00
KLHL11	2.0133e-01	7.9859e-01	3.1821e+00
KLHL12	3.0342e-02	9.6958e-01	2.8333e+00
KLHL13	3.5016e-02	9.6351e-01	2.2048e+00
KLHL14	5.3500e-02	9.4647e-01	1.6035e+00
KLHL15	9.9422e-01	5.7811e-03	3.6857e+00
KLHL17	1.3052e-16	2.1625e-02	-5.7094e-01
KLHL18	7.8160e-02	9.2176e-01	2.0087e+00
KLHL2	9.9985e-01	1.4507e-04	3.8855e+00
KLHL20	9.4141e-03	9.9057e-01	3.6130e+00
KLHL21	6.3071e-07	6.9941e-01	1.4896e+00
KLHL22	4.2419e-01	5.7580e-01	2.4109e+00
KLHL23	4.1626e-03	9.9445e-01	7.3317e-01
KLHL24	1.6745e-03	9.9728e-01	2.8837e+00
KLHL25	1.5932e-15	9.6619e-04	-1.4281e+00
KLHL26	2.1930e-06	9.0573e-01	1.3139e+00
KLHL28	2.3745e-02	9.7572e-01	2.2018e+00
KLHL29	9.8532e-01	1.4677e-02	3.3962e+00
KLHL3	9.4479e-01	5.5211e-02	2.9931e+00
KLHL30	5.4481e-11	2.1383e-01	5.0669e-01
KLHL31	3.9256e-06	9.5367e-01	7.6527e-01
KLHL32	9.3469e-03	9.9057e-01	2.0260e+00
KLHL33	1.0165e-05	9.4314e-01	2.4431e-01
KLHL34	3.0037e-05	5.7187e-01	1.4595e+00
KLHL35	2.3745e-15	1.2223e-03	-1.5121e-01
KLHL36	8.0696e-01	1.9303e-01	1.1177e+00
KLHL38	1.4099e-08	3.7360e-01	-1.2292e+00
KLHL4	6.6283e-01	3.3713e-01	8.9170e-01
KLHL40	3.5382e-06	9.4711e-01	2.1763e-02
KLHL41	1.1107e-04	9.8969e-01	8.8688e-01
KLHL42	1.2525e-02	9.8075e-01	1.5396e+00
KLHL5	5.2757e-06	9.9971e-01	1.9434e+00
KLHL6	4.0253e-06	9.9009e-01	1.2432e+00
KLHL7	4.5590e-05	9.9964e-01	3.9070e+00
KLHL8	3.1232e-06	9.9706e-01	2.2258e+00
KLHL9	8.2017e-01	1.7980e-01	1.8683e+00
KLK1	1.5311e-04	6.8408e-01	4.4285e-01
KLK10	4.3662e-07	2.2385e-01	4.6857e-01
KLK11	7.5409e-04	9.3138e-01	6.7708e-01
KLK12	3.1679e-05	5.8347e-01	-3.2960e-01
KLK13	4.5435e-03	8.8455e-01	3.8395e-01
KLK14	1.9965e-08	1.4063e-01	3.8548e-01
KLK15	1.5191e-02	8.8722e-01	2.1309e-01
KLK2	1.2775e-04	6.4501e-01	1.1683e-01
KLK3	4.4271e-06	4.0737e-01	-2.5277e-01
KLK4	4.5377e-06	4.1201e-01	3.1208e-02
KLK5	7.0149e-03	9.2645e-01	2.8699e-01
KLK6	6.0052e-03	9.1360e-01	5.6686e-01
KLK7	6.4670e-04	7.5146e-01	-3.2156e-02
KLK8	8.8493e-05	9.3854e-01	8.5402e-01
KLK9	1.2997e-07	2.1244e-01	1.0616e-01
KLKB1	6.2893e-13	5.9875e-01	6.9961e-01
KLLN	5.0546e-03	4.7741e-01	-9.6733e-01
KLRB1	2.4129e-07	2.9272e-01	1.3274e-01
KLRC1	4.1390e-05	6.4194e-01	-7.2107e-02
KLRC2	4.8735e-10	3.1896e-02	-2.6946e-01
KLRC3	1.7152e-06	2.5578e-01	-2.0150e-02
KLRC4	5.6771e-03	7.3813e-01	5.0809e-01
KLRD1	8.7470e-04	8.0762e-01	4.2968e-01
KLRF1	1.8025e-07	2.5218e-01	4.6212e-01
KLRF2	7.7125e-11	1.0855e-02	1.8659e-01
KLRG1	3.4459e-03	8.4779e-01	7.8274e-01
KLRG2	5.1131e-12	1.5657e-02	7.1242e-01
KLRK1	6.9812e-14	4.6476e-03	6.3147e-01
KM-PA-2	5.0999e-01	4.2690e-01	1.7453e-01
KMO	4.7825e-05	9.9852e-01	1.8253e+00
KMT2A	1.0000e+00	5.4303e-23	6.2276e+00
KMT2B	1.0000e+00	1.9772e-16	3.4255e+00
KMT2C	1.0000e+00	3.4946e-23	2.1357e+00
KMT2D	1.0000e+00	3.5506e-26	3.7288e+00
KMT2E	1.0000e+00	1.5859e-12	1.4204e+00
KNCN	4.7870e-05	1.4006e-01	-3.7223e-01
KNDC1	1.9859e-03	9.9801e-01	8.9444e-01
KNG1	3.2071e-10	9.1327e-01	-1.1223e-01
KNOP1	2.3895e-07	4.9026e-01	1.2803e-01
KNSTRN	2.1336e-06	9.0273e-01	-4.6269e-01
KNTC1	5.3346e-43	7.7939e-01	9.1258e-01
KPNA1	9.9818e-01	1.8224e-03	3.2020e+00
KPNA2	5.4133e-01	4.5865e-01	3.6837e-01
KPNA3	9.5357e-01	4.6430e-02	3.3927e+00
KPNA4	9.9989e-01	1.0565e-04	3.2300e+00
KPNA5	1.3525e-04	9.9954e-01	1.2598e+00
KPNA6	9.9940e-01	5.9870e-04	3.3399e+00
KPNA7	3.3787e-15	2.0582e-02	9.0699e-01
KPNB1	1.0000e+00	3.5905e-08	5.9325e+00
KPRP	3.0815e-12	1.1636e-02	-5.0183e-01
KPTN	1.1348e-05	9.8897e-01	1.4464e+00
KRAS	7.8803e-04	7.8902e-01	2.3177e+00
KRBA1	8.2344e-16	1.1826e-01	5.6245e-01
KRBA2	1.8795e-07	4.4175e-01	4.5611e-01
KRBOX1	1.8360e-02	7.4307e-01	7.2768e-01
KRBOX4	6.4798e-01	3.2840e-01	2.5919e-01
KRCC1	6.7915e-04	7.6103e-01	6.9749e-01
KREMEN1	1.1362e-02	9.8705e-01	7.7805e-01
KREMEN2	3.7207e-05	9.5501e-01	1.5114e+00
KRI1	6.0373e-15	9.3555e-01	1.3922e-01
KRIT1	6.9333e-04	9.9931e-01	1.4289e+00
KRR1	6.9317e-04	9.9562e-01	5.2238e-01
KRT1	7.3629e-01	2.6371e-01	2.5203e-01
KRT10	2.5253e-03	9.9690e-01	2.5312e-01
KRT12	2.5279e-14	3.4770e-02	5.6950e-01
KRT13	6.4096e-04	9.7974e-01	-5.1619e-01
KRT14	2.0311e-04	9.7916e-01	8.3530e-01
KRT15	2.3926e-16	4.3511e-03	-8.9487e-04
KRT16	1.5006e-14	6.9662e-03	-3.1289e-01
KRT17	1.0980e-11	8.8393e-02	-4.9194e-01
KRT18	7.3477e-01	2.6514e-01	1.0374e+00
KRT19	4.3426e-03	9.8929e-01	2.2707e-01
KRT2	1.2882e-03	9.9719e-01	-7.6094e-01
KRT20	9.0776e-11	1.5448e-01	3.6924e-01
KRT222	1.4228e-05	8.6109e-01	5.1981e-01
KRT23	4.6553e-13	5.1768e-02	2.3698e-01
KRT24	1.3371e-16	5.9460e-03	-7.0011e-02
KRT25	4.6459e-09	5.9987e-01	1.6582e-01
KRT26	7.0954e-15	1.6568e-02	-6.6439e-01
KRT27	1.7955e-08	6.5211e-01	-3.5092e-02
KRT28	7.4212e-10	4.4758e-01	1.1215e-01
KRT3	8.9951e-10	2.8862e-01	6.8023e-02
KRT31	7.5531e-03	9.8957e-01	-1.8594e-01
KRT32	1.3564e-18	3.9807e-04	-6.1001e-01
KRT33A	3.1937e-17	1.3293e-03	-1.0212e+00
KRT33B	4.4301e-17	1.6119e-03	-4.7230e-01
KRT34	5.9309e-08	6.6987e-01	-1.3373e+00
KRT35	2.4391e-06	9.1668e-01	-4.6868e-01
KRT36	2.0568e-13	3.2253e-02	2.8213e-01
KRT37	3.5166e-10	1.7622e-01	-3.5816e-01
KRT38	3.9395e-09	3.4566e-01	-6.5399e-01
KRT39	6.2024e-13	1.1485e-01	1.6012e-01
KRT4	5.4962e-10	6.1981e-01	-4.5621e-01
KRT40	7.0984e-10	2.5572e-01	-4.3650e-01
KRT5	6.4172e-01	3.5823e-01	2.2568e-01
KRT6A	7.0326e-05	9.8071e-01	-9.4750e-01
KRT6B	5.5245e-10	2.2436e-01	-2.2339e+00
KRT6C	3.8079e-22	4.4252e-05	-1.1885e+00
KRT7	3.0861e-12	4.2680e-02	3.9853e-02
KRT71	9.0110e-07	9.2752e-01	-4.0963e-01
KRT72	1.3674e-11	1.0007e-01	-6.5474e-01
KRT73	7.1972e-12	1.3025e-01	-4.3812e-01
KRT74	2.1183e-14	8.5305e-03	-1.2015e+00
KRT75	4.0410e-08	8.1382e-01	-9.6602e-01
KRT76	2.7442e-14	1.9064e-02	-7.5305e-01
KRT77	1.4217e-12	9.7940e-02	-4.6333e-01
KRT78	1.4942e-15	1.2765e-02	-4.7767e-01
KRT79	9.8728e-17	4.9746e-03	-1.0993e-01
KRT8	2.3600e-08	7.1048e-01	7.7859e-01
KRT80	3.4641e-06	9.4568e-01	-3.3443e-01
KRT81	1.2108e-18	1.9322e-04	-2.9522e-01
KRT82	4.6454e-18	1.5841e-03	-6.5293e-01
KRT83	3.3665e-14	2.1483e-02	-1.2389e+00
KRT84	6.5597e-10	4.2353e-01	-1.2200e+00
KRT85	3.1183e-06	9.8585e-01	3.9456e-01
KRT86	3.6139e-07	5.7862e-01	-1.2658e+00
KRT9	1.1272e-06	9.4500e-01	1.9873e-01
KRTAP1-1	5.9686e-06	1.5160e-01	-4.2516e-02
KRTAP1-3	1.1801e-01	7.8795e-01	1.4538e-01
KRTAP1-4	2.3104e-01	6.5572e-01	-4.4251e-01
KRTAP1-5	3.9059e-03	6.6107e-01	-4.8886e-01
KRTAP10-1	1.6762e-04	4.6493e-01	-1.3927e+00
KRTAP10-10	4.6536e-03	6.9796e-01	-1.2332e+00
KRTAP10-11	4.3329e-04	6.6839e-01	-1.5988e+00
KRTAP10-12	9.8403e-03	8.3371e-01	-1.2802e+00
KRTAP10-2	3.5103e-01	4.9456e-01	-1.0835e+00
KRTAP10-3	2.3538e-02	7.8537e-01	-1.6754e+00
KRTAP10-4	8.1939e-13	1.0276e-02	-1.3777e+00
KRTAP10-5	4.4641e-04	6.7480e-01	-1.5802e+00
KRTAP10-6	1.8374e-09	1.8885e-02	-1.6461e+00
KRTAP10-7	9.7068e-06	5.6822e-01	-1.6633e+00
KRTAP10-8	3.2911e-05	3.6759e-01	-6.6611e-01
KRTAP10-9	1.8729e-05	2.7835e-01	-1.7708e+00
KRTAP11-1	3.8454e-03	6.5773e-01	7.3328e-01
KRTAP13-2	1.3605e-05	1.2923e-01	-8.1640e-01
KRTAP13-3	8.5439e-02	5.7358e-01	-7.3391e-01
KRTAP13-4	3.0876e-01	5.0030e-01	-3.9497e-01
KRTAP16-1	8.3521e-06	7.7158e-01	7.3690e-01
KRTAP17-1	5.9112e-01	3.7229e-01	3.9600e-01
KRTAP2-1	3.9974e-03	4.3100e-01	4.9950e-01
KRTAP2-2	4.5465e-01	4.5733e-01	3.8339e-01
KRTAP2-3	6.9368e-03	5.4319e-01	1.2863e+00
KRTAP2-4	8.4684e-04	3.5182e-01	5.0301e-01
KRTAP21-1	3.5324e-01	4.9409e-01	-1.8744e-01
KRTAP24-1	6.5742e-07	8.2199e-02	-5.0363e-01
KRTAP26-1	1.3581e-01	6.3748e-01	1.7625e-01
KRTAP27-1	6.6018e-02	5.2884e-01	-8.2242e-01
KRTAP29-1	4.2651e-09	5.8772e-02	1.4220e+00
KRTAP3-1	2.3316e-02	5.5882e-01	-2.0715e-01
KRTAP3-2	4.9412e-01	4.3625e-01	-5.6109e-01
KRTAP3-3	5.4788e-04	2.8364e-01	-1.9237e-01
KRTAP4-1	5.6309e-03	4.9951e-01	-2.7239e-01
KRTAP4-11	2.2612e-05	3.0608e-01	-9.2407e-01
KRTAP4-12	1.9293e-01	7.6400e-01	-1.0545e+00
KRTAP4-2	1.2090e-02	4.2790e-01	-2.6992e-01
KRTAP4-4	3.2211e-01	4.9918e-01	-4.6439e-01
KRTAP4-5	1.6174e-01	6.5195e-01	-2.1613e-01
KRTAP4-6	3.7950e-04	4.0728e-01	-1.5507e+00
KRTAP4-7	1.5907e-04	2.6632e-01	-8.8116e-01
KRTAP4-8	2.4058e-02	7.8878e-01	-2.4408e-01
KRTAP4-9	1.1095e-04	2.2076e-01	-1.4204e+00
KRTAP5-1	8.9364e-02	7.7570e-01	-1.1763e+00
KRTAP5-10	1.9223e-05	8.3952e-02	-1.3329e+00
KRTAP5-11	3.8177e-01	4.8664e-01	-9.2771e-01
KRTAP5-2	8.0469e-03	5.7478e-01	-6.4306e-01
KRTAP5-3	1.6438e-01	6.5292e-01	-1.0777e-01
KRTAP5-4	1.8983e-02	5.1686e-01	-8.4565e-01
KRTAP5-5	8.4477e-02	7.7126e-01	6.5657e-01
KRTAP5-6	1.0396e-01	6.0412e-01	-6.9571e-01
KRTAP5-7	9.0951e-02	5.8373e-01	-1.2347e+00
KRTAP5-8	9.5069e-02	5.9070e-01	-3.2270e-01
KRTAP5-9	1.4981e-02	4.6937e-01	1.2725e-01
KRTAP6-1	2.3165e-03	3.3385e-01	-2.0672e-01
KRTAP6-2	2.1487e-02	5.4212e-01	-1.2515e-01
KRTAP6-3	5.1164e-01	4.2590e-01	1.5272e-01
KRTAP8-1	1.0270e-01	6.0234e-01	4.9348e-01
KRTAP9-1	6.7869e-03	5.3857e-01	1.1852e-01
KRTAP9-2	3.1515e-01	4.9985e-01	-8.8384e-01
KRTAP9-6	2.8406e-01	5.0050e-01	-7.4546e-01
KRTAP9-7	3.0156e-01	5.0062e-01	-6.1112e-01
KRTAP9-9	2.8956e-01	5.0068e-01	-1.0172e+00
KRTCAP2	3.5184e-04	6.2315e-01	-4.2111e-01
KRTCAP3	2.0780e-05	4.9322e-01	-2.2889e-01
KRTDAP	8.3460e-02	8.7603e-01	1.7364e-01
KSR1	6.9796e-02	9.3020e-01	2.0013e+00
KSR2	1.0000e+00	7.8467e-07	3.3393e+00
KTI12	4.0289e-04	6.5267e-01	-4.9843e-01
KTN1	6.4543e-03	9.9355e-01	-2.3153e-02
KXD1	3.4926e-02	8.3806e-01	8.9911e-01
KY	1.5420e-10	9.4537e-01	8.2579e-01
KYNU	4.1806e-18	5.5187e-03	-4.1338e-01
L1CAM	1.0000e+00	5.3735e-07	2.8360e+00
L1TD1	5.3285e-07	4.2797e-01	-8.8737e-01
L2HGDH	4.2231e-05	9.9165e-01	4.2469e-01
L34079.2	2.8967e-03	5.9648e-01	7.3336e-01
L3HYPDH	9.2642e-07	3.2861e-01	-3.5870e-01
L3MBTL1	1.5474e-12	9.9684e-01	1.0008e+00
L3MBTL2	1.0289e-08	9.9926e-01	1.9247e+00
L3MBTL3	9.9744e-01	2.5628e-03	1.6371e+00
L3MBTL4	3.1000e-11	9.7582e-01	3.9708e-01
LACC1	1.1655e-05	8.3060e-01	1.6404e+00
LACE1	6.4428e-09	8.7353e-01	8.0504e-01
LACRT	1.1870e-04	3.9814e-01	-3.6707e-01
LACTB	1.9750e-06	8.9390e-01	1.2602e+00
LACTB2	3.6864e-05	8.3679e-01	4.3298e-01
LACTBL1	1.4956e-03	8.8708e-01	1.2987e+00
LAD1	1.7834e-14	2.8383e-02	3.3347e-01
LAG3	2.7623e-01	7.2358e-01	5.1232e-01
LAGE3	1.2721e-01	6.3042e-01	4.0929e-01
LAIR1	3.2563e-07	5.5597e-01	-3.1357e-01
LAIR2	2.5967e-07	9.1238e-02	-4.2313e-01
LALBA	4.6030e-01	5.1620e-01	7.8794e-01
LAMA1	3.2248e-32	1.0000e+00	-1.3637e-01
LAMA2	2.4118e-47	9.9997e-01	-2.9956e-02
LAMA3	8.8349e-46	1.0000e+00	4.8690e-01
LAMA4	1.3909e-24	9.9988e-01	1.4790e-01
LAMA5	6.4742e-03	9.9353e-01	-2.7216e-01
LAMB1	5.0687e-22	1.0000e+00	5.4407e-01
LAMB2	2.5006e-19	1.0000e+00	7.7479e-01
LAMB3	2.3136e-15	9.9950e-01	-5.2479e-01
LAMB4	1.6140e-42	2.8597e-04	-1.4592e-01
LAMC1	1.0000e+00	6.1603e-07	1.5804e+00
LAMC2	2.8791e-12	9.9999e-01	3.4642e-01
LAMC3	1.3704e-23	9.4495e-01	-4.2986e-01
LAMP1	8.7470e-01	1.2524e-01	8.2935e-01
LAMP2	2.6698e-01	7.2816e-01	8.3952e-01
LAMP3	2.6747e-04	9.3787e-01	2.8403e-01
LAMP5	2.6473e-09	8.4530e-02	-1.9978e-01
LAMTOR1	7.2085e-01	2.7645e-01	1.2703e+00
LAMTOR2	1.9816e-01	7.6081e-01	1.2640e+00
LAMTOR3	7.3130e-01	2.6629e-01	4.4358e-02
LAMTOR4	3.5588e-03	6.4109e-01	2.6808e-01
LAMTOR5	3.8329e-06	2.1764e-01	-9.0566e-01
LANCL1	1.0827e-11	1.6310e-01	-7.4337e-01
LANCL2	3.1280e-01	6.8718e-01	7.7147e-01
LANCL3	4.2661e-02	9.3234e-01	1.4199e-01
LAP3	1.4677e-07	9.5667e-01	1.0927e+00
LAPTM4A	4.2449e-03	9.6516e-01	-4.9025e-02
LAPTM4B	4.2764e-13	7.0134e-03	-1.1307e-01
LAPTM5	9.0044e-01	9.9400e-02	4.9098e-01
LARGE	9.8934e-01	1.0659e-02	1.9913e+00
LARP1	1.0000e+00	1.2283e-06	3.0683e+00
LARP1B	1.5265e-11	9.9988e-01	5.2126e-01
LARP4	8.6884e-01	1.3116e-01	9.8823e-01
LARP4B	9.9998e-01	1.6773e-05	1.9418e+00
LARP6	6.6874e-01	3.3032e-01	1.5102e+00
LARP7	9.3352e-08	9.8210e-01	-2.6785e-01
LARS	8.2142e-09	1.0000e+00	1.4849e+00
LARS2	8.9333e-17	9.5218e-01	1.3313e+00
LAS1L	9.9955e-01	4.5005e-04	2.6661e+00
LASP1	9.8270e-01	1.7298e-02	2.2064e+00
LAT	9.2377e-03	9.8861e-01	6.2835e-01
LAT2	2.2295e-04	9.8161e-01	-2.4837e-02
LATS1	9.9987e-01	1.3094e-04	2.3127e+00
LATS2	9.8807e-01	1.1927e-02	2.2124e+00
LAX1	2.9571e-04	8.1288e-01	4.3235e-01
LAYN	1.3423e-13	2.5155e-02	3.7247e-01
LBH	1.4360e-02	6.9608e-01	5.9114e-01
LBP	4.1897e-15	2.3338e-02	-1.5360e-01
LBR	1.8143e-01	8.1857e-01	2.8933e-01
LBX1	6.7886e-01	3.1704e-01	1.1137e+00
LBX2	5.8839e-03	7.4512e-01	-1.5797e-01
LCA10	1.6221e-04	4.5833e-01	2.0472e-01
LCA5	4.0606e-05	9.9959e-01	-6.2147e-01
LCA5L	3.4560e-07	7.9991e-01	5.1348e-01
LCAT	8.1020e-02	9.1705e-01	1.3240e+00
LCE1A	4.3743e-03	4.4853e-01	-5.2465e-01
LCE1B	3.0040e-02	6.1018e-01	-5.7017e-01
LCE1C	2.7961e-02	5.9577e-01	-5.7360e-01
LCE1D	4.0569e-03	4.3385e-01	-3.9207e-02
LCE1E	1.6972e-01	6.5465e-01	-1.1385e+00
LCE1F	4.9674e-03	4.7389e-01	-1.5613e-01
LCE2A	7.1716e-03	5.5025e-01	-1.0262e+00
LCE2B	9.7851e-02	5.9513e-01	-1.8387e+00
LCE2C	7.1993e-02	5.4428e-01	-1.8062e+00
LCE2D	8.5242e-02	5.7320e-01	-6.5874e-01
LCE3B	3.4323e-03	4.0223e-01	1.2900e+00
LCE3C	4.7523e-01	4.4675e-01	9.4154e-01
LCE3D	2.0613e-02	5.3363e-01	-7.6688e-01
LCE3E	4.6574e-01	4.5174e-01	-3.7056e-01
LCE5A	2.9651e-02	6.0757e-01	6.7062e-02
LCK	9.9926e-01	7.4091e-04	3.4798e+00
LCLAT1	2.5546e-04	9.8469e-01	9.2316e-01
LCMT1	1.7890e-05	9.7276e-01	6.2756e-01
LCMT2	2.6276e-15	9.2533e-03	-1.9671e+00
LCN1	1.3298e-08	5.9601e-02	-7.6264e-01
LCN10	3.0786e-05	5.7723e-01	3.2951e-01
LCN12	1.4601e-04	6.7391e-01	6.0959e-01
LCN15	4.1741e-03	8.7412e-01	4.1199e-01
LCN2	1.1404e-09	5.2191e-02	-4.3109e-01
LCN6	1.9255e-05	4.7750e-01	-2.3867e-01
LCN8	8.7637e-04	8.0795e-01	1.8991e-02
LCN9	1.6951e-03	9.0149e-01	-9.7472e-02
LCNL1	1.1448e-03	4.0548e-01	7.3799e-01
LCOR	9.5022e-01	4.9770e-02	1.1206e+00
LCORL	9.2374e-01	7.6254e-02	1.6596e+00
LCP1	5.5261e-01	4.4739e-01	1.7168e+00
LCP2	9.2466e-01	7.5337e-02	9.1798e-01
LCT	5.9849e-02	9.4015e-01	3.1554e+00
LCTL	9.6021e-20	8.2187e-03	8.8135e-01
LDB1	9.8529e-01	1.4711e-02	2.8113e+00
LDB2	9.5460e-01	4.5399e-02	2.3718e+00
LDB3	9.5733e-06	9.9940e-01	2.8718e-01
LDHA	6.9173e-02	9.2833e-01	1.5813e+00
LDHAL6A	3.7764e-10	5.2421e-02	2.7225e-01
LDHAL6B	7.3409e-02	7.5761e-01	-1.0946e+00
LDHB	4.9734e-06	6.6510e-01	9.1278e-01
LDHC	5.2747e-07	4.2602e-01	1.6850e-01
LDHD	1.3494e-13	9.1045e-02	4.3440e-01
LDLR	9.8410e-24	6.9579e-03	1.2407e-01
LDLRAD1	1.2294e-06	3.7661e-01	2.7925e-01
LDLRAD2	2.1385e-04	7.5292e-01	-1.9229e-01
LDLRAD3	1.6213e-02	9.6189e-01	7.0350e-01
LDLRAD4	6.2011e-01	3.7843e-01	1.5738e+00
LDLRAP1	6.5037e-06	7.2186e-01	-2.0140e-01
LDOC1	5.2431e-01	4.1805e-01	1.5629e+00
LDOC1L	1.8186e-02	7.4134e-01	1.2958e+00
LEAP2	1.2684e-03	4.2487e-01	1.1226e-02
LECT1	1.0396e-06	5.6640e-01	3.9975e-01
LECT2	1.4806e-03	6.9268e-01	8.5727e-02
LEF1	9.9789e-01	2.1106e-03	1.5719e+00
LEFTY1	9.6756e-13	1.1328e-02	7.3760e-01
LEFTY2	2.9307e-04	9.4452e-01	5.7903e-01
LEKR1	1.3185e-01	7.8795e-01	6.8482e-01
LELP1	4.2789e-01	4.6965e-01	-2.9041e-01
LEMD1	3.3433e-06	2.0239e-01	3.6296e-02
LEMD2	7.5293e-01	2.4705e-01	1.8156e+00
LEMD3	9.9877e-01	1.2295e-03	-2.6038e-01
LENEP	3.3892e-03	3.9991e-01	3.9982e-01
LENG1	1.5816e-10	3.1663e-02	-1.1634e+00
LENG8	9.9938e-01	6.1572e-04	1.3474e+00
LEO1	8.7094e-01	1.2906e-01	2.3445e+00
LEP	4.6491e-01	5.1234e-01	9.0973e-01
LEPR	9.9475e-01	5.2486e-03	1.4220e+00
LEPRE1	2.2869e-20	6.8019e-03	7.5493e-01
LEPREL1	7.7878e-21	1.3348e-02	-2.3545e-01
LEPREL2	7.1076e-12	6.4234e-01	-3.8277e-02
LEPREL4	1.5029e-10	2.0296e-01	4.9822e-01
LEPROT	4.3754e-01	5.3490e-01	7.0785e-01
LEPROTL1	7.2072e-01	2.6703e-01	9.4211e-01
LETM1	1.2141e-06	9.9769e-01	1.5775e+00
LETM2	1.1029e-18	1.3079e-03	-6.1735e-02
LETMD1	4.8505e-02	9.5060e-01	5.4322e-01
LEUTX	1.5990e-03	2.7755e-01	9.4576e-01
LFNG	9.7612e-02	8.9548e-01	6.1618e-01
LGALS1	4.4880e-03	6.9042e-01	4.5375e-01
LGALS12	6.5191e-13	1.7254e-02	-3.0214e-02
LGALS13	1.1274e-03	6.3412e-01	-2.0809e-01
LGALS14	2.7470e-04	5.6909e-01	-4.8241e-02
LGALS16	1.0017e-04	3.6763e-01	1.6332e-01
LGALS2	2.0219e-02	7.6020e-01	-3.6306e-01
LGALS3	2.3207e-05	5.1639e-01	3.2605e-01
LGALS3BP	2.6790e-07	3.0847e-01	7.7140e-02
LGALS4	2.7538e-07	7.5734e-01	6.3696e-01
LGALS7	1.4567e-01	6.4410e-01	1.4542e+00
LGALS7B	2.1829e-01	6.5787e-01	9.1184e-01
LGALS8	3.8769e-06	8.3256e-01	-2.8051e-02
LGALS9	6.5480e-06	9.0367e-01	9.1159e-01
LGALS9B	8.4381e-05	7.8787e-01	5.4078e-01
LGALS9C	6.2016e-09	1.3632e-01	8.9724e-01
LGALSL	1.8392e-02	9.0399e-01	9.8912e-01
LGI1	9.9914e-01	8.5836e-04	2.7809e+00
LGI2	1.4941e-06	9.6170e-01	1.6326e+00
LGI3	1.7800e-05	9.9413e-01	4.9147e-01
LGI4	7.1501e-03	9.8974e-01	1.0713e+00
LGMN	4.0535e-04	9.9797e-01	1.2206e+00
LGR4	4.8705e-01	5.1295e-01	1.2150e+00
LGR5	2.5019e-08	9.9898e-01	-1.4384e-01
LGR6	2.9439e-06	9.9987e-01	1.0673e+00
LGSN	1.5940e-13	1.4511e-02	-5.5495e-01
LHB	2.2475e-03	5.4169e-01	-6.2255e-01
LHCGR	5.2988e-08	9.6166e-01	1.6259e-01
LHFP	6.7057e-01	3.2499e-01	6.5467e-01
LHFPL1	1.3548e-01	7.8749e-01	4.7382e-01
LHFPL2	5.6209e-02	8.7295e-01	1.0532e+00
LHFPL3	9.3153e-01	6.8166e-02	1.0641e+00
LHFPL4	6.5247e-01	3.4230e-01	2.0992e+00
LHFPL5	4.0199e-04	6.5218e-01	3.0033e-01
LHPP	1.6345e-07	2.3968e-01	2.2626e-02
LHX1	2.9231e-02	9.6139e-01	1.9230e+00
LHX2	9.8812e-01	1.1874e-02	2.2747e+00
LHX3	1.0863e-02	9.8088e-01	3.3343e-01
LHX4	1.7521e-02	9.7835e-01	6.7049e-01
LHX5	9.4591e-01	5.4058e-02	2.1724e+00
LHX6	9.6572e-01	3.4275e-02	2.9251e+00
LHX8	5.1572e-01	4.8414e-01	1.6071e+00
LHX9	9.8062e-01	1.9379e-02	1.0760e+00
LIAS	2.3146e-05	9.8079e-01	1.2534e+00
LIF	5.2420e-01	4.6100e-01	3.9763e-01
LIFR	1.4888e-13	9.9985e-01	2.4129e-01
LIG1	4.2142e-03	9.9579e-01	8.1982e-01
LIG3	1.4390e-10	9.9988e-01	1.6264e+00
LIG4	4.1635e-06	9.9055e-01	2.0156e-01
LILRA1	7.3933e-20	5.1258e-04	-2.1664e+00
LILRA2	6.9073e-20	2.5558e-04	-2.6984e+00
LILRA3	1.4548e-06	8.5312e-01	-8.8241e-01
LILRA4	6.8978e-16	8.1093e-03	-4.9764e-01
LILRA5	7.2545e-09	1.4864e-01	-1.5111e-01
LILRA6	3.9025e-05	9.5770e-01	-4.2879e-01
LILRB1	5.6502e-14	3.4160e-01	-1.9145e+00
LILRB2	1.2812e-14	1.5761e-01	-2.3025e+00
LILRB3	3.1087e-06	9.8579e-01	-1.0136e+00
LILRB4	4.7133e-13	5.2139e-02	-1.4279e+00
LILRB5	4.4944e-23	3.3361e-04	-9.9942e-01
LIM2	6.7834e-04	7.6079e-01	-6.6662e-01
LIMA1	2.7465e-10	9.7433e-01	1.5116e+00
